EVENT,SITE,WHITE_USERNAME,BLACK_USERNAME,RESULT,DATE,TIME,WHITE_ELO,BLACK_ELO,WHITE_RATING_DIFF,BLACK_RATING_DIFF,ECO,OPENING,TIME_CONTROL,TERMINATION,MOVES
Rated Bullet game,https://lichess.org/4h8th56z,Benjascampeon,OldHam,0-1,2013.09.01,00:15:09,1715,1701,-112,+11,C41,Philidor Defense #3,0+3,Normal,1. e4 { [%eval 0.18] } 1... e5 { [%eval 0.18] } 2. Nf3 { [%eval 0.26] } 2... d6 { [%eval 0.31] } 3. Bc4 { [%eval 0.21] } 3... Bg4 { [%eval 0.67] } 4. Nc3?! { [%eval 0.14] } 4... Bxf3 { [%eval 0.53] } 5. Qxf3 { [%eval 0.51] } 5... Nf6 { [%eval 0.5] } 6. Nd5 { [%eval 0.43] } 6... Be7 { [%eval 0.77] } 7. Nxf6+?! { [%eval 0.27] } 7... Bxf6 { [%eval 0.35] } 8. Qh5 { [%eval 0.12] } 8... O-O { [%eval 0.17] } 9. O-O { [%eval 0.15] } 9... g6 { [%eval 0.13] } 10. Qe2 { [%eval 0.13] } 10... Nc6 { [%eval 0.15] } 11. c3 { [%eval 0.17] } 11... Na5 { [%eval 0.17] } 12. b4 { [%eval -0.32] } 12... Nxc4 { [%eval -0.26] } 13. Qxc4 { [%eval -0.2] } 13... a6 { [%eval -0.06] } 14. a4 { [%eval -0.1] } 14... Qd7 { [%eval -0.06] } 15. Bb2 { [%eval -0.2] } 15... c6 { [%eval -0.2] } 16. d4?! { [%eval -0.81] } 16... b5?! { [%eval -0.07] } 17. axb5 { [%eval -0.11] } 17... cxb5 { [%eval -0.06] } 18. Qd3 { [%eval -0.1] } 18... exd4 { [%eval -0.05] } 19. cxd4 { [%eval -0.04] } 19... Bg7 { [%eval 0.06] } 20. Rfd1 { [%eval -0.17] } 20... d5 { [%eval -0.18] } 21. e5 { [%eval -0.13] } 21... Qe6 { [%eval -0.12] } 22. Qf3 { [%eval -0.16] } 22... Rfd8 { [%eval -0.17] } 23. Rdc1 { [%eval -0.25] } 23... Bh6 { [%eval -0.27] } 24. Rc5 { [%eval -0.57] } 24... Rac8 { [%eval -0.4] } 25. Rxc8 { [%eval -0.81] } 25... Rxc8 { [%eval -0.76] } 26. Rc1?? { [%eval -8.97] } 26... Rxc1+?? { [%eval -4.29] } 27. Bxc1 { [%eval -4.12] } 27... Bxc1 { [%eval -4.19] } 28. Qf6?? { [%eval -10.51] } 28... Qxf6 { [%eval -7.78] } 29. exf6 { [%eval -8.69] } 29... Bb2? { [%eval -7.62] } 0-1
Rated Blitz game,https://lichess.org/pvajlld5,Cls,tozzi,1-0,2013.09.01,00:30:51,1699,1843,+15,-16,A40,Horwitz Defense,180+0,Normal,1. d4 { [%eval 0.09] } 1... e6 { [%eval 0.16] } 2. Nf3 { [%eval 0.16] } 2... d5 { [%eval 0.16] } 3. g3 { [%eval -0.03] } 3... c6 { [%eval 0.08] } 4. Bg2 { [%eval 0.05] } 4... f5 { [%eval 0.5] } 5. O-O { [%eval 0.46] } 5... Nf6 { [%eval 0.44] } 6. Re1 { [%eval 0.24] } 6... Bd6 { [%eval 0.16] } 7. c3 { [%eval 0.09] } 7... Nbd7 { [%eval 0.06] } 8. a3 { [%eval -0.07] } 8... e5 { [%eval 0.11] } 9. dxe5 { [%eval 0.0] } 9... Nxe5 { [%eval 0.05] } 10. Nd4 { [%eval -0.4] } 10... Bd7 { [%eval -0.33] } 11. Bg5 { [%eval -0.37] } 11... Qc7 { [%eval 0.0] } 12. Bxf6 { [%eval 0.2] } 12... gxf6 { [%eval 0.15] } 13. Nd2 { [%eval -0.05] } 13... O-O-O { [%eval 0.29] } 14. b4?! { [%eval -0.41] } 14... h5 { [%eval -0.44] } 15. Nd4b3? { [%eval -1.58] } 15... h4 { [%eval -1.55] } 16. c4? { [%eval -3.87] } 16... hxg3 { [%eval -3.7] } 17. fxg3 { [%eval -3.87] } 17... Ng4 { [%eval -4.01] } 18. cxd5?? { [%eval -9.46] } 18... Nxh2?? { [%eval -1.87] } 19. dxc6?? { [%eval -6.17] } 19... Bxc6 { [%eval -6.27] } 20. Bxc6?? { [%eval -12.85] } 20... Qxc6?? { [%eval 0.0] } 21. Rc1 { [%eval 0.0] } 21... Bxg3 { [%eval 0.0] } 22. Rxc6+ { [%eval 0.0] } 22... bxc6 { [%eval 0.0] } 23. Rf1?? { [%eval #-5] } 23... f4?? { [%eval 4.43] } 24. Nf3?? { [%eval -0.59] } 24... Ng4?? { [%eval 5.24] } 25. Qc2?! { [%eval 4.3] } 25... Kc7? { [%eval 6.41] } 26. Nc5? { [%eval 3.82] } 26... Rd6?? { [%eval 12.77] } 27. Rc1?? { [%eval 1.74] } 27... Ne3?? { [%eval 11.21] } 28. Qe4 { [%eval 11.0] } 28... f5?! { [%eval #9] } 29. Qe7+ { [%eval #8] } 29... Kb6 { [%eval #1] } 30. Qb7# 1-0
Rated Bullet game,https://lichess.org/woc5843g,bearrr123,unknown_13,0-1,2013.09.01,00:36:01,1741,1952,-5,+5,A00,Van Geet Opening,60+0,Time forfeit,1. Nc3 { [%eval 0.02] } 1... c5 { [%eval 0.25] } 2. d3?! { [%eval -0.28] } 2... e6 { [%eval -0.1] } 3. e4 { [%eval -0.14] } 3... d5 { [%eval -0.06] } 4. Be3? { [%eval -2.54] } 4... d4 { [%eval -2.61] } 5. Bd2 { [%eval -2.54] } 5... dxc3 { [%eval -2.56] } 6. Bxc3 { [%eval -2.56] } 6... f6?! { [%eval -2.05] } 7. Nf3 { [%eval -2.19] } 7... Nc6 { [%eval -2.12] } 8. g3?! { [%eval -2.7] } 8... Nd4?! { [%eval -2.16] } 9. Bg2 { [%eval -2.27] } 9... e5 { [%eval -2.1] } 10. O-O { [%eval -2.43] } 10... Bd6 { [%eval -2.33] } 11. Bd2 { [%eval -2.56] } 11... Ne7 { [%eval -2.61] } 12. Ne1 { [%eval -2.74] } 12... O-O { [%eval -2.75] } 13. c3 { [%eval -2.73] } 13... Ndc6 { [%eval -2.72] } 14. Qc1 { [%eval -2.98] } 14... f5 { [%eval -2.74] } 15. exf5 { [%eval -2.94] } 15... Bxf5 { [%eval -2.95] } 16. f4?! { [%eval -3.56] } 16... Qd7 { [%eval -3.49] } 17. fxe5 { [%eval -3.42] } 17... Nxe5 { [%eval -3.63] } 18. d4 { [%eval -3.63] } 18... cxd4 { [%eval -3.76] } 19. cxd4 { [%eval -3.42] } 19... Ng4 { [%eval -3.62] } 20. Kh1?! { [%eval -4.17] } 20... Rac8 { [%eval -4.95] } 21. Qd1 { [%eval -4.55] } 21... Nf6? { [%eval -3.48] } 22. Nf3?! { [%eval -4.03] } 22... Nfd5? { [%eval -2.91] } 23. a3?! { [%eval -3.62] } 23... Bb8?! { [%eval -2.89] } 24. Ng5 { [%eval -2.99] } 24... h6 { [%eval -3.03] } 25. Ne4 { [%eval -3.23] } 25... Bg4?! { [%eval -2.61] } 26. Qe1 { [%eval -3.03] } 26... Nc6?? { [%eval 0.0] } 27. Be3?? { [%eval -7.41] } 27... Rxf1+ { [%eval -7.54] } 28. Bxf1 { [%eval -7.45] } 28... Re8 { [%eval -7.34] } 29. Bg2 { [%eval -7.51] } 29... Nxe3?? { [%eval -4.01] } 30. Qxe3 { [%eval -4.08] } 30... Qxd4?? { [%eval 0.0] } 31. Qxd4?? { [%eval -4.08] } 31... Nxd4 { [%eval -3.95] } 32. Re1 { [%eval -4.32] } 32... Bf3?? { [%eval 0.17] } 33. Bxf3 { [%eval 0.09] } 33... Nxf3? { [%eval 1.13] } 34. Re2?? { [%eval -3.88] } 34... Rf8 { [%eval -3.63] } 35. Kg2 { [%eval -3.7] } 35... Nd4 { [%eval -3.67] } 36. Re1 { [%eval -3.79] } 36... b6 { [%eval -3.77] } 37. Nc3 { [%eval -3.83] } 37... Nc2 { [%eval -3.55] } 38. Re2 { [%eval -3.8] } 38... Nd4 { [%eval -3.77] } 39. Rd2 { [%eval -3.79] } 39... Nf5 { [%eval -3.69] } 40. h3?? { [%eval -9.51] } 40... Re8?? { [%eval -4.22] } 41. g4?! { [%eval -5.1] } 41... Nh4+? { [%eval -3.94] } 42. Kg1?? { [%eval -11.24] } 42... Nf3+ { [%eval -11.2] } 0-1
Rated Classical game,https://lichess.org/bb0zmaf9,whyalwaysme,flashgordon,1-0,2013.09.01,00:43:59,1670,1560,+9,-12,D02,Queen's Pawn Game: London System,660+7,Normal,1. Nf3 { [%eval 0.25] } 1... d5 { [%eval 0.21] } 2. d4 { [%eval 0.17] } 2... Nf6 { [%eval 0.22] } 3. Bf4 { [%eval 0.1] } 3... Nc6 { [%eval 0.22] } 4. Nc3 { [%eval 0.11] } 4... Bg4 { [%eval 0.01] } 5. Nb5 { [%eval -0.06] } 5... Rc8 { [%eval 0.07] } 6. e3 { [%eval -0.06] } 6... a6 { [%eval -0.13] } 7. Nc3 { [%eval -0.19] } 7... Nh5 { [%eval 0.15] } 8. Bg3 { [%eval -0.11] } 8... Nxg3 { [%eval -0.06] } 9. hxg3 { [%eval -0.05] } 9... e5?! { [%eval 0.52] } 10. Rh4?! { [%eval -0.43] } 10... h5?! { [%eval 0.22] } 11. Be2 { [%eval 0.29] } 11... e4 { [%eval 0.26] } 12. Ne5?! { [%eval -0.38] } 12... Nxe5 { [%eval -0.26] } 13. dxe5 { [%eval -0.36] } 13... Bxe2?! { [%eval 0.51] } 14. Qxe2 { [%eval 0.42] } 14... Be7? { [%eval 1.55] } 15. Rxh5 { [%eval 1.73] } 15... Rxh5 { [%eval 1.45] } 16. Qxh5 { [%eval 1.49] } 16... g6? { [%eval 3.63] } 17. Qh8+ { [%eval 3.73] } 17... Bf8 { [%eval 3.59] } 18. O-O-O { [%eval 3.83] } 18... c6 { [%eval 3.64] } 19. f3?? { [%eval 0.0] } 19... Qg5 { [%eval 0.0] } 20. Qf6 { [%eval 0.0] } 20... Qxe3+ { [%eval -0.06] } 21. Kb1 { [%eval 0.0] } 21... Be7 { [%eval 0.0] } 22. Qh8+ { [%eval 0.0] } 22... Kd7 { [%eval 0.0] } 23. Qh3+ { [%eval 0.0] } 23... Kc7 { [%eval 0.0] } 24. Rxd5 { [%eval -0.46] } 24... cxd5?? { [%eval 7.39] } 25. Nxd5+ { [%eval 7.27] } 25... Kb8 { [%eval 7.0] } 26. Nxe3 { [%eval 7.29] } 1-0
Rated Bullet game,https://lichess.org/dvhq1x7g,unknown_13,cocoarg,1-0,2013.09.01,00:49:09,1979,1942,+10,-12,A40,Modern Defense,60+0,Normal,1. d4 { [%eval 0.3] } 1... g6 { [%eval 0.52] } 2. c4 { [%eval 0.51] } 2... Bg7 { [%eval 0.45] } 3. e3 { [%eval 0.34] } 3... d6 { [%eval 0.37] } 4. Bd3 { [%eval 0.35] } 4... e5 { [%eval 0.23] } 5. Nc3 { [%eval 0.08] } 5... exd4 { [%eval 0.07] } 6. exd4 { [%eval 0.08] } 6... Qe7+?! { [%eval 0.86] } 7. Be3 { [%eval 0.6] } 7... Nf6 { [%eval 0.64] } 8. Nge2 { [%eval 0.66] } 8... O-O { [%eval 0.58] } 9. O-O { [%eval 0.58] } 9... b6 { [%eval 0.78] } 10. Qd2 { [%eval 0.79] } 10... Bb7 { [%eval 0.88] } 11. Ng3 { [%eval 0.43] } 11... Nbd7 { [%eval 0.62] } 12. Rae1 { [%eval 0.63] } 12... Rae8 { [%eval 0.58] } 13. Bh6?! { [%eval -0.06] } 13... Qd8?! { [%eval 0.44] } 14. Bxg7 { [%eval 0.37] } 14... Kxg7 { [%eval 0.32] } 15. f4 { [%eval 0.06] } 15... c5?! { [%eval 0.81] } 16. Rxe8 { [%eval 0.5] } 16... Rxe8 { [%eval 0.48] } 17. d5 { [%eval 0.55] } 17... h5? { [%eval 1.66] } 18. f5 { [%eval 2.55] } 18... Re5 { [%eval 1.61] } 19. fxg6 { [%eval 1.6] } 19... fxg6 { [%eval 1.49] } 20. Nge4?! { [%eval 0.63] } 20... Nxe4 { [%eval 0.68] } 21. Nxe4 { [%eval 0.81] } 21... Bc8?? { [%eval 5.46] } 22. g3?? { [%eval 0.44] } 22... Qe8?? { [%eval 6.72] } 23. Ng5?? { [%eval 0.84] } 23... Re3? { [%eval 3.56] } 24. Ne6+? { [%eval 1.12] } 24... Kh7?? { [%eval 19.83] } 25. Qxe3 { [%eval 21.47] } 25... Ne5 { [%eval 23.21] } 26. Ng5+? { [%eval 8.67] } 26... Kg7 { [%eval 8.71] } 27. Re1? { [%eval 6.41] } 27... Qd7?? { [%eval 13.36] } 28. b3?? { [%eval 6.88] } 28... Qg4? { [%eval 8.89] } 29. Be2? { [%eval 6.93] } 29... Qf5?? { [%eval 12.68] } 30. Rf1 { [%eval 12.53] } 30... Qd7 { [%eval 23.08] } 31. Ne6+ { [%eval 20.03] } 31... Kh7 { [%eval 105.1] } 32. Qg5 { [%eval 18.81] } 32... Ng4?! { [%eval #6] } 33. Nf8+ { [%eval #5] } 33... Kg7 { [%eval #4] } 34. Nxd7 { [%eval #3] } 34... Bxd7 { [%eval #3] } 35. Bxg4?! { [%eval #4] } 35... Bxg4 { [%eval #3] } 36. Qf6+?! { [%eval #3] } 36... Kh6 { [%eval #2] } 37. Re1?! { [%eval #3] } 37... h4 { [%eval #2] } 38. Qxh4+?! { [%eval #4] } 38... Bh5 { [%eval #4] } 39. Re7?! { [%eval #4] } 39... g5 { [%eval #4] } 40. Qe4?! { [%eval #4] } 40... Bg6 { [%eval #4] } 41. Re6 { [%eval #3] } 41... Kh5 { [%eval #3] } 42. Qxg6+ { [%eval #2] } 42... Kg4 { [%eval #2] } 43. Kg2 { [%eval #1] } 43... b5 { [%eval #1] } 44. h3# 1-0
Rated Bullet game,https://lichess.org/cravoa1d,miguelsjcampos,afis,0-1,2013.09.01,01:35:32,1586,1898,-4,+3,C00,French Defense: Steinitz Attack,60+0,Time forfeit,1. e4 { [%eval 0.31] } 1... e6 { [%eval 0.19] } 2. e5 { [%eval -0.08] } 2... d5 { [%eval 0.0] } 3. exd6 { [%eval -0.18] } 3... Bxd6 { [%eval -0.19] } 4. Nf3 { [%eval -0.12] } 4... Nf6 { [%eval -0.25] } 5. d4 { [%eval -0.2] } 5... Nc6 { [%eval -0.13] } 6. Bd3 { [%eval -0.24] } 6... O-O { [%eval -0.28] } 7. O-O { [%eval -0.06] } 7... Nb4 { [%eval 0.01] } 8. Bc4 { [%eval -0.13] } 8... c5 { [%eval -0.1] } 9. c3 { [%eval -0.25] } 9... Nc6 { [%eval 0.02] } 10. Be3 { [%eval -0.21] } 10... Qc7?! { [%eval 0.68] } 11. dxc5 { [%eval 0.7] } 11... Be7 { [%eval 0.73] } 12. b4 { [%eval 0.49] } 12... a5 { [%eval 0.56] } 13. b5 { [%eval 0.68] } 13... Ne5 { [%eval 0.51] } 14. Bb3?! { [%eval -0.31] } 14... Bxc5 { [%eval -0.41] } 15. Nxe5 { [%eval -0.77] } 15... Qxe5 { [%eval -0.43] } 16. Re1?! { [%eval -0.94] } 16... Bxe3 { [%eval -1.05] } 17. Rxe3 { [%eval -0.97] } 17... Qc5?! { [%eval -0.39] } 18. a4 { [%eval -0.37] } 18... e5?! { [%eval 0.14] } 19. Qe1 { [%eval 0.0] } 19... Re8 { [%eval 0.0] } 20. Na3 { [%eval -0.31] } 20... Be6? { [%eval 0.69] } 21. Bxe6? { [%eval -0.55] } 21... Rxe6 { [%eval -0.48] } 22. Nc2 { [%eval -0.51] } 22... Nd5?! { [%eval 0.04] } 23. Rxe5 { [%eval 0.0] } 23... Rxe5 { [%eval 0.41] } 24. Qxe5 { [%eval 0.4] } 24... Qxc3? { [%eval 1.77] } 0-1
Rated Classical game,https://lichess.org/24ofjd8d,AADD,ice-blue,0-1,2013.09.01,03:25:27,1429,1623,-6,+5,A04,Zukertort Opening: Black Mustang Defense,660+0,Normal,1. Nf3 { [%eval 0.09] } 1... Nc6 { [%eval 0.24] } 2. e3 { [%eval 0.13] } 2... e5 { [%eval 0.24] } 3. Nc3 { [%eval 0.01] } 3... f5 { [%eval -0.01] } 4. d4 { [%eval 0.03] } 4... e4 { [%eval 0.23] } 5. Nd2 { [%eval -0.12] } 5... Nf6 { [%eval -0.09] } 6. h3 { [%eval -0.49] } 6... Bb4?! { [%eval 0.01] } 7. g4?! { [%eval -0.54] } 7... d5 { [%eval -0.5] } 8. g5 { [%eval -0.53] } 8... Ng8 { [%eval -0.63] } 9. h4 { [%eval -0.65] } 9... g6?! { [%eval 0.13] } 10. h5 { [%eval 0.04] } 10... Qxg5? { [%eval 2.01] } 11. hxg6? { [%eval -0.84] } 11... Qxg6? { [%eval 1.08] } 12. Nxd5 { [%eval 1.15] } 12... Bd6 { [%eval 1.21] } 13. Nc4 { [%eval 1.32] } 13... Be6?? { [%eval 4.63] } 14. Nxd6+ { [%eval 4.48] } 14... cxd6 { [%eval 4.62] } 15. Nc7+ { [%eval 4.48] } 15... Kd7 { [%eval 4.27] } 16. Nxa8?! { [%eval 3.47] } 16... Nge7 { [%eval 3.67] } 17. Nb6+? { [%eval 2.42] } 17... axb6 { [%eval 2.41] } 18. Bb5?! { [%eval 1.55] } 18... Nd5? { [%eval 2.69] } 19. a3?! { [%eval 1.91] } 19... Qg2?! { [%eval 2.56] } 20. Rf1? { [%eval 1.43] } 20... h5? { [%eval 2.79] } 21. c4 { [%eval 2.79] } 21... h4 { [%eval 2.82] } 22. Bxc6+? { [%eval 1.13] } 22... bxc6 { [%eval 0.86] } 23. cxd5 { [%eval 0.8] } 23... Bxd5 { [%eval 0.9] } 24. Qa4? { [%eval -0.44] } 24... h3 { [%eval -0.31] } 25. Qa7+?? { [%eval -3.7] } 25... Ke6 { [%eval -3.63] } 26. Qxb6?? { [%eval #-16] } 26... h2?? { [%eval -6.51] } 27. Bd2?? { [%eval #-3] } 27... h1=Q?! { [%eval -11.63] } 28. Rxh1?! { [%eval #-2] } 28... Rxh1+ { [%eval #-1] } 29. Ke2 { [%eval #-1] } 29... Rxa1?! { [%eval #-4] } 30. Be1 { [%eval #-4] } 30... Qf1+?? { [%eval 4.92] } 31. Kd2?? { [%eval #-1] } 31... Qxe1+?! { [%eval #-1] } 32. Kc2 { [%eval #-1] } 32... Qd1+?! { [%eval #-2] } 33. Kc3 { [%eval #-2] } 33... Rc1+?! { [%eval #-2] } 34. Kb4 { [%eval #-2] } 34... Qd2+?! { [%eval #-5] } 35. Ka4 { [%eval #-5] } 35... Rc4+ { [%eval #-4] } 36. b4 { [%eval #-4] } 36... Qc2+?! { [%eval #-14] } 37. Ka5 { [%eval #-14] } 37... Qb3 { [%eval -58.39] } 38. Qb8?! { [%eval #-7] } 38... Qxa3+ { [%eval #-6] } 39. Kb6 { [%eval #-6] } 39... Qxb4+ { [%eval #-7] } 40. Kc7 { [%eval #-7] } 40... Qxb8+ { [%eval #-6] } 41. Kxb8 { [%eval #-6] } 41... Rc2 { [%eval #-8] } 42. f4 { [%eval #-6] } 42... exf3 { [%eval #-6] } 43. e4 { [%eval #-6] } 43... fxe4 { [%eval #-5] } 44. Kc7 { [%eval #-5] } 44... e3?! { [%eval #-5] } 45. Kd8 { [%eval #-5] } 45... e2 { [%eval #-4] } 46. Kc7 { [%eval #-4] } 46... f2?! { [%eval #-4] } 47. Kb8 { [%eval #-4] } 47... e1=Q { [%eval #-3] } 48. Kb7 { [%eval #-3] } 48... f1=Q?! { [%eval #-3] } 49. Kc7 { [%eval #-3] } 49... Qf7+ { [%eval #-2] } 50. Kb6 { [%eval #-2] } 50... Qb1+ { [%eval #-1] } 51. Ka5 { [%eval #-1] } 51... Ra2# 0-1
Rated Blitz game,https://lichess.org/mhhb48fe,RogersXD,ghasedak2221,1-0,2013.09.01,03:38:58,1273,1196,+10,-28,B02,Alekhine Defense,300+0,Time forfeit,1. e4 { [%eval 0.23] } 1... Nf6 { [%eval 0.42] } 2. Nc3 { [%eval 0.18] } 2... g5? { [%eval 1.77] } 3. g3? { [%eval 0.63] } 3... Bg7?! { [%eval 1.32] } 4. Bg2?! { [%eval 0.73] } 4... h5 { [%eval 0.89] } 5. Nf3 { [%eval 0.81] } 5... g4 { [%eval 0.77] } 6. Nd4?! { [%eval 0.09] } 6... c5? { [%eval 1.24] } 7. Nf5 { [%eval 1.12] } 7... Rg8 { [%eval 1.43] } 8. O-O?! { [%eval 0.66] } 8... b5?? { [%eval 5.44] } 9. Nxb5? { [%eval 2.71] } 9... Nxe4? { [%eval 4.81] } 10. Bxe4 { [%eval 5.14] } 10... d5 { [%eval 5.57] } 11. Bg2?? { [%eval 1.75] } 11... a6?? { [%eval 6.08] } 12. Nxg7+ { [%eval 6.09] } 12... Rxg7 { [%eval 6.15] } 13. Nc3?! { [%eval 5.33] } 13... d4? { [%eval 7.34] } 14. Ne4? { [%eval 4.6] } 14... Ra7 { [%eval 4.58] } 15. d3 { [%eval 5.0] } 15... f5 { [%eval 5.43] } 16. Ng5 { [%eval 5.37] } 16... Rd7?? { [%eval 12.06] } 17. Bf4?? { [%eval 6.31] } 17... e5? { [%eval 8.29] } 18. Ne6 { [%eval 7.86] } 18... Qa5? { [%eval 11.34] } 19. Nxg7+ { [%eval 11.37] } 19... Kf7 { [%eval 14.02] } 20. Nxf5 { [%eval 10.71] } 1-0
Rated Blitz game,https://lichess.org/cdebc0in,amiremami,Nedis,1-0,2013.09.01,05:45:59,1605,1500,+6,-130,A00,Van't Kruijs Opening,300+0,Normal,1. e3 { [%eval 0.16] } 1... e5 { [%eval 0.3] } 2. Be2?! { [%eval -0.22] } 2... Nc6 { [%eval 0.26] } 3. c3?! { [%eval -0.7] } 3... Nf6 { [%eval -0.52] } 4. d4 { [%eval -0.44] } 4... d5 { [%eval -0.26] } 5. dxe5 { [%eval -0.58] } 5... Nxe5 { [%eval -0.62] } 6. Nf3 { [%eval -0.74] } 6... Nxf3+ { [%eval -0.82] } 7. Bxf3 { [%eval -0.74] } 7... Bc5 { [%eval -0.42] } 8. Nd2 { [%eval -0.66] } 8... Bg4?? { [%eval 4.02] } 9. Bxg4 { [%eval 4.02] } 9... Nxg4 { [%eval 4.08] } 10. Qxg4 { [%eval 4.02] } 10... O-O { [%eval 3.97] } 11. O-O { [%eval 3.97] } 11... Qf6 { [%eval 4.12] } 12. Qf3 { [%eval 3.97] } 12... Qxf3 { [%eval 4.2] } 13. Nxf3 { [%eval 4.14] } 13... f5 { [%eval 4.34] } 14. b3 { [%eval 4.42] } 14... g6 { [%eval 4.44] } 15. a4 { [%eval 4.62] } 15... c6 { [%eval 4.66] } 16. Ba3 { [%eval 4.62] } 16... Bxa3 { [%eval 4.72] } 17. Rxa3 { [%eval 4.68] } 17... b5? { [%eval 6.56] } 18. axb5 { [%eval 6.38] } 18... cxb5 { [%eval 6.6] } 19. Ra5?! { [%eval 5.67] } 19... Rab8?! { [%eval 6.36] } 20. Rxa7 { [%eval 6.4] } 20... Rfc8 { [%eval 6.52] } 21. Rc1?! { [%eval 6.02] } 21... Ra8? { [%eval 7.65] } 22. Rxa8 { [%eval 7.35] } 22... Rxa8 { [%eval 7.79] } 23. b4 { [%eval 7.79] } 23... Ra3 { [%eval 8.28] } 24. Nd4 { [%eval 8.16] } 24... Ra2?! { [%eval 8.74] } 25. Nxb5 { [%eval 8.64] } 1-0
Rated Bullet game,https://lichess.org/59q4hhmk,fil77,cioran1,0-1,2013.09.01,05:50:01,1469,1619,-7,+8,A40,Englund Gambit,120+0,Normal,1. d4 { [%eval 0.2] } 1... e5 { [%eval 0.65] } 2. f3? { [%eval -0.6] } 2... Nc6?! { [%eval 0.3] } 3. d5 { [%eval 0.08] } 3... Nd4?! { [%eval 0.67] } 4. e4 { [%eval 0.6] } 4... d6? { [%eval 2.32] } 5. c3 { [%eval 2.36] } 5... Ne6 { [%eval 2.29] } 6. dxe6 { [%eval 2.36] } 6... Bxe6 { [%eval 2.41] } 7. Bd3 { [%eval 2.14] } 7... Nf6 { [%eval 2.23] } 8. Be3 { [%eval 2.11] } 8... Be7 { [%eval 2.26] } 9. Nd2 { [%eval 2.15] } 9... O-O { [%eval 2.23] } 10. h4?! { [%eval 1.7] } 10... d5 { [%eval 1.86] } 11. g4 { [%eval 1.51] } 11... d4 { [%eval 1.67] } 12. Bg5?? { [%eval -1.48] } 12... dxc3 { [%eval -0.32] } 13. bxc3? { [%eval -2.84] } 13... Qxd3 { [%eval -3.13] } 14. Ne2 { [%eval -3.49] } 14... Rad8?! { [%eval -2.91] } 15. Bxf6? { [%eval -5.05] } 15... Bxf6 { [%eval -5.05] } 16. g5 { [%eval -5.44] } 16... Be7 { [%eval -5.5] } 17. f4? { [%eval -8.03] } 17... exf4 { [%eval -8.04] } 18. Nxf4? { [%eval #-11] } 18... Qg3+ { [%eval #-16] } 19. Ke2 { [%eval #-6] } 19... Bg4+ { [%eval #-7] } 20. Kf1 { [%eval #-5] } 20... Bxd1?! { [%eval #-6] } 0-1
Rated Classical game,https://lichess.org/k07kk00m,Nedis,scl111,0-1,2013.09.01,05:51:31,1500,1735,-89,+6,C02,French Defense: Advance Variation- Nimzowitsch System,1800+8,Normal,1. e4 { [%eval 0.2] } 1... e6 { [%eval 0.2] } 2. e5 { [%eval -0.2] } 2... d5 { [%eval -0.02] } 3. d4 { [%eval -0.1] } 3... c5 { [%eval -0.08] } 4. Nf3 { [%eval -0.18] } 4... h6?! { [%eval 0.42] } 5. Bb5+ { [%eval -0.06] } 5... Bd7 { [%eval -0.14] } 6. Nc3 { [%eval -0.28] } 6... a6 { [%eval 0.14] } 7. Bxd7+ { [%eval -0.3] } 7... Qxd7?! { [%eval 0.22] } 8. O-O { [%eval 0.0] } 8... Nc6?! { [%eval 0.76] } 9. Be3?! { [%eval -0.12] } 9... c4?! { [%eval 0.74] } 10. b3 { [%eval 0.74] } 10... b5 { [%eval 0.64] } 11. a4 { [%eval 0.72] } 11... b4 { [%eval 0.64] } 12. Na2?! { [%eval -0.26] } 12... c3 { [%eval 0.18] } 13. Qd3 { [%eval -0.18] } 13... Be7 { [%eval 0.0] } 14. Rfd1 { [%eval -0.34] } 14... f6? { [%eval 1.01] } 15. Qg6+ { [%eval 0.86] } 15... Kf8 { [%eval 1.13] } 16. exf6 { [%eval 0.82] } 16... Bxf6 { [%eval 0.82] } 17. Ne5 { [%eval 0.42] } 17... Bxe5 { [%eval 0.42] } 18. dxe5 { [%eval 0.48] } 18... Qf7 { [%eval 0.84] } 19. Bc5+ { [%eval 0.86] } 19... Ke8 { [%eval 1.27] } 20. Qg3 { [%eval 0.82] } 20... a5 { [%eval 0.72] } 21. Qd3 { [%eval 0.54] } 21... Qb7? { [%eval 1.63] } 22. Qg6+? { [%eval 0.46] } 22... Qf7 { [%eval 0.46] } 23. Qd3 { [%eval 0.0] } 23... Qb7 { [%eval 1.61] } 24. Qg6+? { [%eval 0.0] } 24... Qf7 { [%eval 0.36] } 25. Qd3 { [%eval 0.0] } 25... Nxe5? { [%eval 1.25] } 26. Qb5+ { [%eval 1.19] } 26... Qd7 { [%eval 1.05] } 27. Re1 { [%eval 1.05] } 27... Nc6 { [%eval 0.8] } 28. Re2? { [%eval -0.62] } 28... Kf7 { [%eval -0.4] } 29. Rae1 { [%eval -0.82] } 29... Nf6? { [%eval 0.48] } 30. Rxe6 { [%eval 0.08] } 30... Rhe8 { [%eval 0.12] } 31. Rxe8 { [%eval 0.06] } 31... Rxe8 { [%eval -0.16] } 32. Rxe8?! { [%eval -0.76] } 32... Qxe8 { [%eval -0.5] } 33. Qb7+? { [%eval -2.54] } 33... Kg8?! { [%eval -1.87] } 34. Bb6?? { [%eval #-1] } 34... Qe1# 0-1
